name,serving_size,serving_unit,protein_g,fat_g,carbs_g,calories,category
Turkey With Barbecue Sauce Skin Not Eaten,100.0,g,18.9,2.8,12.2,150.0,Meats
Turkey With Gravy,100.0,g,20.5,3.5,1.6,125.0,Meats
Turkey With Gravy Dressing Potatoes Vegetable Dessert Frozen Meal,100.0,g,6.5,3.1,12.1,102.0,Meats
Turkey With Gravy Dressing Vegetable And Fruit Diet Frozen Meal,100.0,g,6.8,1.6,17.9,109.0,Meats
Turkey With Vegetable Stuffing Diet Frozen Meal,100.0,g,9.3,1.8,10.5,95.0,Meats
Turkey Young Hen Skin Only Cooked Roasted,100.0,g,19.0,44.5,0.0,482.0,Meats
"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",1.0,paired cooked w,42.0,18.0,0.0,341.0,Poultry Products
"Turkey, ground, 93% lean/ 7% fat, raw",100.0,g,17.3,9.6,0.0,,Poultry Products
Turnip Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,100.0,g,0.7,2.2,4.9,40.0,Vegetables
Turnip Cooked From Canned Fat Not Added In Cooking,100.0,g,0.7,0.1,5.0,22.0,Vegetables
Turnip Cooked From Canned Made With Butter,100.0,g,0.7,2.4,4.9,42.0,Vegetables
Turnip Cooked From Canned Made With Margarine,100.0,g,0.7,1.8,4.9,37.0,Vegetables
Turnip Cooked From Canned Made With Oil,100.0,g,0.7,2.8,4.9,46.0,Vegetables
Turnip Cooked From Canned Ns As To Fat Added In Cooking,100.0,g,1.5,2.4,4.2,41.0,Vegetables
Turnip Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,100.0,g,0.7,2.2,4.9,40.0,Vegetables
Turnip Cooked From Fresh Fat Not Added In Cooking,100.0,g,0.7,0.1,5.0,22.0,Vegetables
Turnip Cooked From Fresh Made With Butter,100.0,g,0.7,2.5,4.9,42.0,Vegetables
Turnip Cooked From Fresh Made With Margarine,100.0,g,0.7,1.8,4.9,37.0,Vegetables
Turnip Cooked From Fresh Made With Oil,100.0,g,0.7,2.9,4.9,46.0,Vegetables
Turnip Cooked From Fresh Ns As To Fat Added In Cooking,100.0,g,0.7,2.2,4.9,40.0,Vegetables
Turnip Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,100.0,g,1.5,2.4,4.2,41.0,Vegetables
Turnip Cooked From Frozen Fat Not Added In Cooking,100.0,g,1.5,0.2,4.3,23.0,Vegetables
Turnip Cooked From Frozen Made With Butter,100.0,g,1.5,2.6,4.2,43.0,Vegetables
Turnip Cooked From Frozen Made With Margarine,100.0,g,1.5,2.0,4.2,38.0,Vegetables
Turnip Cooked From Frozen Made With Oil,100.0,g,1.5,3.0,4.2,47.0,Vegetables
Turnip Cooked From Frozen Ns As To Fat Added In Cooking,100.0,g,1.5,2.4,4.2,41.0,Vegetables
Turnip Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,100.0,g,1.5,2.4,4.2,41.0,Vegetables
Turnip Cooked Ns As To Form Fat Not Added In Cooking,100.0,g,1.5,0.2,4.3,23.0,Vegetables
Turnip Cooked Ns As To Form Made With Butter,100.0,g,1.5,2.6,4.2,43.0,Vegetables
Turnip Cooked Ns As To Form Made With Margarine,100.0,g,1.5,2.0,4.2,38.0,Vegetables
Turnip Cooked Ns As To Form Made With Oil,100.0,g,1.5,3.0,4.2,47.0,Vegetables
Turnip Cooked Ns As To Form Ns As To Fat Added In Cooking,100.0,g,1.5,2.4,4.2,41.0,Vegetables
Turnip Greens,100.0,g,1.5,0.3,7.1,32.0,Vegetables
Turnip Greens And Turnips Frozen Cooked Boiled Drained With Salt,100.0,g,3.0,0.4,4.7,34.0,Vegetables
Turnip Greens And Turnips Frozen Cooked Boiled Drained Without Salt,100.0,g,3.0,0.4,4.8,35.0,Vegetables
Turnip Greens And Turnips Frozen Unprepared,100.0,g,2.5,0.2,3.4,21.0,Vegetables
Turnip Greens Canned No Salt Added,100.0,g,1.4,0.3,2.8,19.0,Vegetables
Turnip Greens Canned Reduced Sodium Cooked Fat Added In Cooking Made With Any Type Of Fat,100.0,g,1.3,2.6,2.7,39.0,Vegetables
Turnip Greens Canned Reduced Sodium Cooked Ns As To Fat Added In Cooking,100.0,g,1.3,2.6,2.7,39.0,Vegetables
Turnip Greens Canned Solids And Liquids,100.0,g,1.4,0.3,2.4,14.0,Vegetables
Turnip Greens Cooked Boiled Drained With Salt,100.0,g,1.1,0.2,4.4,20.0,Vegetables
Turnip Greens Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,100.0,g,1.3,2.6,2.7,39.0,Vegetables
Turnip Greens Cooked From Canned Fat Not Added In Cooking,100.0,g,1.4,0.3,2.8,19.0,Vegetables
Turnip Greens Cooked From Canned Made With Butter,100.0,g,1.3,2.9,2.7,41.0,Vegetables
Turnip Greens Cooked From Canned Made With Margarine,100.0,g,1.3,2.2,2.7,35.0,Vegetables
Turnip Greens Cooked From Canned Made With Oil,100.0,g,1.3,3.3,2.7,45.0,Vegetables
Turnip Greens Cooked From Canned Ns As To Fat Added In Cooking,100.0,g,1.3,2.6,2.7,39.0,Vegetables
Turnip Greens Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,100.0,g,1.1,2.5,4.2,40.0,Vegetables
Turnip Greens Cooked From Fresh Fat Not Added In Cooking,100.0,g,1.1,0.2,4.3,20.0,Vegetables
Turnip Greens Cooked From Fresh Made With Butter,100.0,g,1.1,2.8,4.2,42.0,Vegetables
Turnip Greens Cooked From Fresh Made With Margarine,100.0,g,1.1,2.1,4.2,36.0,Vegetables
Turnip Greens Cooked From Fresh Made With Oil,100.0,g,1.1,3.3,4.2,46.0,Vegetables
Turnip Greens Cooked From Fresh Ns As To Fat Added In Cooking,100.0,g,1.1,2.5,4.2,40.0,Vegetables
Turnip Greens Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,100.0,g,3.2,2.4,4.8,46.0,Vegetables
Turnip Greens Cooked From Frozen Fat Not Added In Cooking,100.0,g,3.3,0.4,5.0,29.0,Vegetables
Turnip Greens Cooked From Frozen Made With Butter,100.0,g,3.3,2.7,4.8,48.0,Vegetables
Turnip Greens Cooked From Frozen Made With Margarine,100.0,g,3.2,2.1,4.8,43.0,Vegetables
Turnip Greens Cooked From Frozen Made With Oil,100.0,g,3.2,3.1,4.8,52.0,Vegetables
Turnip Greens Cooked From Frozen Ns As To Fat Added In Cooking,100.0,g,3.2,2.4,4.8,46.0,Vegetables
Turnip Greens Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,100.0,g,3.2,2.4,4.8,46.0,Vegetables
Turnip Greens Cooked Ns As To Form Fat Not Added In Cooking,100.0,g,3.3,0.4,5.0,29.0,Vegetables
Turnip Greens Cooked Ns As To Form Made With Butter,100.0,g,3.3,2.7,4.8,48.0,Vegetables
Turnip Greens Cooked Ns As To Form Made With Margarine,100.0,g,3.2,2.1,4.8,43.0,Vegetables
Turnip Greens Cooked Ns As To Form Made With Oil,100.0,g,3.2,2.4,4.8,46.0,Vegetables
Turnip Greens Cooked Ns As To Form Ns As To Fat Added In Cooking,100.0,g,3.2,2.4,4.8,46.0,Vegetables
Turnip Greens Frozen Cooked Boiled Drained With Salt,100.0,g,3.4,0.4,5.0,29.0,Vegetables
Turnip Greens Frozen Cooked Boiled Drained Without Salt,100.0,g,3.4,0.4,5.0,29.0,Vegetables
Turnip Greens Frozen Unprepared,100.0,g,2.5,0.3,3.7,22.0,Vegetables
Turnip Greens With Roots Cooked From Canned Fat Added In Cooking,100.0,g,1.0,2.4,3.8,39.0,Vegetables
Turnip Greens With Roots Cooked From Canned Fat Not Added In Cooking,100.0,g,1.0,0.2,4.0,20.0,Vegetables
Turnip Greens With Roots Cooked From Canned Ns As To Fat Added In Cooking,100.0,g,1.0,2.4,3.8,39.0,Vegetables
Turnip Greens With Roots Cooked From Fresh Fat Added In Cooking,100.0,g,0.9,2.4,4.6,40.0,Vegetables
Turnip Greens With Roots Cooked From Fresh Fat Not Added In Cooking,100.0,g,0.9,0.1,4.7,21.0,Vegetables
Turnip Greens With Roots Cooked From Fresh Ns As To Fat Added In Cooking,100.0,g,0.9,2.4,4.6,40.0,Vegetables
Turnip Greens With Roots Cooked From Frozen Fat Added In Cooking,100.0,g,2.9,2.3,4.7,51.0,Vegetables
Turnip Greens With Roots Cooked From Frozen Fat Not Added In Cooking,100.0,g,3.0,0.4,4.8,35.0,Vegetables
Turnip Greens With Roots Cooked From Frozen Ns As To Fat Added In Cooking,100.0,g,2.9,2.3,4.7,51.0,Vegetables
Turnip Greens With Roots Cooked Ns As To Form Fat Added In Cooking,100.0,g,2.9,2.3,4.7,51.0,Vegetables
Turnip Greens With Roots Cooked Ns As To Form Fat Not Added In Cooking,100.0,g,3.0,0.4,4.8,35.0,Vegetables
Turnip Greens With Roots Cooked Ns As To Form Ns As To Fat Added In Cooking,100.0,g,2.9,2.3,4.7,51.0,Vegetables
Turnip Pickled,100.0,g,0.8,0.1,9.9,43.0,Fruits
Turnips,100.0,g,0.9,0.1,6.4,28.0,Vegetables
Turnips Cooked Boiled Drained With Salt,100.0,g,0.7,0.1,5.1,22.0,Vegetables
Turnips From Canned Creamed,100.0,g,2.1,4.8,6.9,78.0,Vegetables
Turnips From Fresh Creamed,100.0,g,2.1,4.8,6.9,77.0,Vegetables
Turnips From Frozen Creamed,100.0,g,2.5,4.9,6.5,78.0,Vegetables
Turnips Frozen Cooked Boiled Drained With Salt,100.0,g,1.5,0.2,3.7,21.0,Vegetables
Turnips Frozen Cooked Boiled Drained Without Salt,100.0,g,1.5,0.2,4.3,23.0,Vegetables
Turnips Frozen Unprepared,100.0,g,1.0,0.2,2.9,16.0,Vegetables
Turnips Ns As To Form Creamed,100.0,g,2.5,4.9,6.5,78.0,Vegetables
Turnover Cheese-Filled Tomato-Based Sauce,100.0,g,11.8,10.9,31.4,270.0,Prepared Meals
Turnover Cheese-Filled Tomato-Based Sauce Frozen Unprepared,100.0,g,10.2,9.4,27.3,235.0,Prepared Meals
Turnover Chicken With Gravy,100.0,g,9.4,17.9,20.1,279.0,Prepared Meals
Turnover Chicken- Or Turkey- And Vegetable-Filled Reduced Fat Frozen,100.0,g,7.9,5.5,21.7,168.0,Prepared Meals
Turnover Filled With Egg Meat And Cheese Frozen,100.0,g,7.9,12.6,20.7,228.0,Prepared Meals
Turnover Filled With Ground Beef And Cabbage,100.0,g,10.3,8.2,29.7,237.0,Prepared Meals
Turnover Filled With Meat And Vegetable No Potatoes No Gravy,100.0,g,10.7,18.8,23.0,305.0,Prepared Meals
Turnover Guava,100.0,g,4.0,16.2,37.5,307.0,Baked Foods
Turnover Meat- And Bean-Filled No Gravy,100.0,g,12.5,21.2,25.9,347.0,Prepared Meals
Turnover Meat- And Cheese-Filled No Gravy,100.0,g,9.2,9.1,30.6,241.0,Prepared Meals
Turnover Meat- And Cheese-Filled Tomato-Based Sauce,100.0,g,9.3,10.5,30.4,253.0,Prepared Meals
Turnover Meat- And Cheese-Filled Tomato-Based Sauce Reduced Fat Frozen,100.0,g,9.4,5.5,31.9,215.0,Prepared Meals
Turnover Meat- Potato- And Vegetable-Filled No Gravy,100.0,g,10.0,17.7,22.9,292.0,Prepared Meals
Turnover Meat-Filled No Gravy,100.0,g,12.9,23.6,26.2,371.0,Prepared Meals
Turnover Meat-Filled With Gravy,100.0,g,9.4,15.5,18.0,249.0,Prepared Meals
Turnover Or Dumpling Apple,100.0,g,3.6,18.0,43.6,348.0,Baked Foods
Turnover Or Dumpling Berry,100.0,g,3.8,17.7,45.5,353.0,Baked Foods
Turnover Or Dumpling Cherry,100.0,g,3.3,15.1,40.0,306.0,Baked Foods
Turnover Or Dumpling Lemon,100.0,g,3.5,15.6,37.0,301.0,Baked Foods
Turnover Or Dumpling Peach,100.0,g,4.0,16.6,43.1,335.0,Baked Foods
Turnover Pumpkin,100.0,g,5.6,14.3,25.5,251.0,Baked Foods
Turtle And Vegetable Soup,100.0,g,4.8,0.9,3.7,42.0,Soups and Sauces
Turtle Cooked Ns As To Cooking Method,100.0,g,23.6,4.2,0.1,138.0,Fish
Turtle Green Raw,100.0,g,19.8,0.5,0.0,89.0,Fish
Tutti-Fruitti Pudding Baby Food Ns As To Strained Or Junior,100.0,g,0.4,0.3,15.7,68.0,Baby Foods
Twix Chocolate Fudge Cookie Bars,100.0,g,7.3,33.3,56.0,550.0,Sweets
Twix Peanut Butter Cookie Bars,100.0,g,9.2,32.7,54.1,536.0,Sweets
Twizzlers Cherry Bites,100.0,g,3.0,1.7,79.4,338.0,Sweets
Twizzlers Nibs Cherry Bits,100.0,g,2.3,2.6,79.4,347.0,Sweets
Twizzlers Strawberry Twists Candy,100.0,g,2.6,2.3,79.2,348.0,Sweets
Tzatziki Dip,100.0,g,5.3,6.3,4.0,92.0,Soups and Sauces
Udis Gluten Free Classic French Dinner Rolls,100.0,g,8.0,6.4,55.1,310.0,Baked Foods
Udis Gluten Free Soft & Delicious White Sandwich Bread,100.0,g,5.4,8.0,51.1,298.0,Baked Foods
Udis Gluten Free Soft & Hearty Whole Grain Bread,100.0,g,7.2,9.3,49.1,309.0,Baked Foods
Udis Gluten Free Whole Grain Dinner Rolls,100.0,g,11.8,11.6,44.3,329.0,Baked Foods
Uncle Sam Cereal,100.0,g,16.0,11.6,65.8,346.0,Breakfast Cereals
Uncooked Oats,100.0,g,16.9,6.9,66.3,389.0,Grains and Pasta
Uncooked Whole-Grain Cornmeal,100.0,g,8.1,3.6,76.9,362.0,Grains and Pasta
Uncooked Yellow Cornmeal,100.0,g,8.1,3.6,76.9,362.0,Grains and Pasta
Unilever Slimfast Meal Replacement Regular Ready-To-Drink  3-2-1 Plan,100.0,g,3.3,1.9,7.7,57.0,Beverages
Unilever Slimfast Shake Mix High Protein Whey Powder 3-2-1 Plan,100.0,g,27.9,13.5,50.0,433.0,Beverages
Unilever Slimfast Shake Mix Powder 3-2-1 Plan,100.0,g,8.1,13.3,73.9,448.0,Beverages
Unprepared Turkey Bacon,100.0,g,15.9,16.9,1.9,226.0,Meats
Unsalted Butter,100.0,g,0.8,81.1,0.1,717.0,Dairy and Egg Products
Unsalted Peanut Butter (Smooth),100.0,g,22.2,51.4,22.3,598.0,Beans and Lentils
Unsweetened Almond Milk,100.0,g,0.4,1.0,1.3,15.0,Beverages
Unsweetened Baking Chocolate,100.0,g,14.3,52.3,28.4,642.0,Sweets
Unsweetened Chocolate Almond Milk,100.0,g,0.8,1.5,1.2,21.0,Beverages
Unsweetened Rice Milk,100.0,g,0.3,1.0,9.2,47.0,Beverages
Unsweetened Soy Milk,100.0,g,2.9,1.6,1.6,33.0,Beans and Lentils
Upma Indian Breakfast Dish,100.0,g,2.1,2.6,14.0,87.0,Breakfast Cereals
Upside-Down Pineapple Cake,100.0,g,3.5,12.1,50.5,319.0,Baked Foods
USDA Commodity Food Oil Vegetable Soybean Refined,100.0,g,0.0,100.0,0.0,884.0,Fats and Oils
USDA Commodity Potato Wedges Frozen,100.0,g,2.7,2.2,25.5,129.0,Vegetables
USDA Commodity Salmon Nuggets Breaded Frozen Heated,100.0,g,12.7,11.7,14.0,212.0,Fish
USDA Commodity Salmon Nuggets Cooked As Purchased Unheated,100.0,g,12.0,10.4,11.8,189.0,Fish
V8 Splash Juice Drinks Berry Blend,100.0,g,0.0,0.0,7.4,29.0,Beverages
V8 Splash Juice Drinks Diet Berry Blend,100.0,g,0.0,0.0,1.2,4.0,Beverages
V8 Splash Juice Drinks Diet Fruit Medley,100.0,g,0.0,0.0,1.3,4.0,Beverages
V8 Splash Juice Drinks Diet Strawberry Kiwi,100.0,g,0.0,0.0,1.3,4.0,Beverages
V8 Splash Juice Drinks Diet Tropical Blend,100.0,g,0.0,0.0,1.3,4.0,Beverages
V8 Splash Juice Drinks Fruit Medley,100.0,g,0.0,0.0,7.8,33.0,Beverages
V8 Splash Juice Drinks Guava Passion Fruit,100.0,g,0.0,0.0,7.8,33.0,Beverages
V8 Splash Juice Drinks Mango Peach,100.0,g,0.0,0.0,8.2,33.0,Beverages
V8 Splash Juice Drinks Orange Pineapple,100.0,g,0.0,0.0,7.4,29.0,Beverages
V8 Splash Juice Drinks Orchard Blend,100.0,g,0.0,0.0,7.8,33.0,Beverages
V8 Splash Juice Drinks Strawberry Banana,100.0,g,0.0,0.0,7.4,29.0,Beverages
V8 Splash Juice Drinks Strawberry Kiwi,100.0,g,0.0,0.0,7.4,29.0,Beverages
V8 Splash Juice Drinks Tropical Blend,100.0,g,0.0,0.0,7.4,29.0,Beverages
V8 Splash Smoothies Peach Mango,100.0,g,1.2,0.0,7.8,37.0,Beverages
V8 Splash Smoothies Strawberry Banana,100.0,g,1.2,0.0,8.2,37.0,Beverages
V8 Splash Smoothies Tropical Colada,100.0,g,1.2,0.0,8.5,41.0,Beverages
V8 V- Fusion Juices Acai Berry,100.0,g,0.0,0.0,11.0,45.0,Beverages
V8 V-Fusion Juices Peach Mango,100.0,g,0.4,0.0,11.4,49.0,Beverages
V8 V-Fusion Juices Strawberry Banana,100.0,g,0.4,0.0,11.8,49.0,Beverages
V8 V-Fusion Juices Tropical,100.0,g,0.4,0.0,11.4,49.0,Beverages
Vada Fried Dumpling,100.0,g,12.8,9.7,33.4,265.0,Prepared Meals
Vanilla Extract,100.0,g,0.1,0.1,12.7,288.0,Spices and Herbs
Vanilla Light Soft-Serve Ice Cream With Cone,100.0,g,4.2,4.9,26.4,163.0,Fast Foods
Vanilla Soy Milk,100.0,g,3.3,1.8,6.3,54.0,Beans and Lentils
Vans Gluten Free Totally Original Pancakes,100.0,g,3.3,4.5,40.3,215.0,Baked Foods
Vans Gluten Free Totally Original Waffles,100.0,g,3.0,8.2,40.5,248.0,Baked Foods
Vans The Perfect 10 Crispy Six Whole Grain + Four Seed Baked Crackers Gluten Free,100.0,g,7.6,18.9,67.6,471.0,Baked Foods
Veal And Noodles With Cream Or White Sauce,100.0,g,8.3,5.8,14.5,145.0,Meats
Veal Australian Rib Rib Roast Separable Lean And Fat Raw,100.0,g,19.6,13.1,1.1,201.0,Meats
Veal Australian Rib Rib Roast Separable Lean Only Raw,100.0,g,21.7,4.6,1.4,134.0,Meats
Veal Australian Separable Fat Raw,100.0,g,9.9,52.2,0.0,509.0,Meats
Veal Australian Shank Fore Bone-In Separable Lean And Fat Raw,100.0,g,19.6,7.4,0.0,145.0,Meats
Veal Australian Shank Fore Bone-In Separable Lean Only Raw,100.0,g,20.2,4.7,0.0,123.0,Meats
Veal Australian Shank Hind Bone-In Separable Lean And Fat,100.0,g,19.8,7.2,0.0,144.0,Meats
Veal Australian Shank Hind Bone-In Separable Lean Only Raw,100.0,g,20.4,4.5,0.0,122.0,Meats
Veal Bratwurst,100.0,g,14.0,31.7,0.0,341.0,Meats
Veal Breaded With Spaghetti In Tomato Sauce Frozen Meal,100.0,g,6.4,6.3,11.9,129.0,Meats
Veal Breast Plate Half Boneless Separable Lean And Fat Cooked Braised,100.0,g,25.9,18.9,0.0,282.0,Meats
Veal Breast Point Half Boneless Separable Lean And Fat Cooked Braised,100.0,g,28.2,14.2,0.0,248.0,Meats
Veal Breast Separable Fat Cooked,100.0,g,9.4,53.4,0.0,521.0,Meats
Veal Breast Whole Boneless Separable Lean And Fat Cooked Braised,100.0,g,27.0,16.8,0.0,266.0,Meats
Veal Breast Whole Boneless Separable Lean And Fat Raw,100.0,g,17.5,14.8,0.0,208.0,Meats
Veal Breast Whole Boneless Separable Lean Only Cooked Braised,100.0,g,30.3,9.8,0.0,218.0,Meats
Veal Chop Broiled Lean And Fat Eaten,100.0,g,24.6,12.2,0.0,215.0,Meats
Veal Chop Broiled Lean Only Eaten,100.0,g,26.1,6.9,0.0,174.0,Meats
Veal Chop Broiled Ns As To Fat Eaten,100.0,g,24.6,12.2,0.0,215.0,Meats
Veal Chop Ns As To Cooking Method Lean And Fat Eaten,100.0,g,24.6,12.2,0.0,215.0,Meats
Veal Chop Ns As To Cooking Method Lean Only Eaten,100.0,g,26.1,6.9,0.0,174.0,Meats
Veal Chop Ns As To Cooking Method Ns As To Fat Eaten,100.0,g,24.6,12.2,0.0,215.0,Meats
Veal Composite Of Trimmed Retail Cuts Separable Fat Cooked,100.0,g,9.4,66.7,0.0,642.0,Meats
Veal Composite Of Trimmed Retail Cuts Separable Fat Raw,100.0,g,6.0,67.8,0.0,638.0,Meats
Veal Composite Of Trimmed Retail Cuts Separable Lean And Fat Cooked,100.0,g,30.1,11.4,0.0,231.0,Meats
Veal Composite Of Trimmed Retail Cuts Separable Lean And Fat Raw,100.0,g,19.4,6.8,0.0,144.0,Meats
Veal Composite Of Trimmed Retail Cuts Separable Lean Only Cooked,100.0,g,31.9,6.6,0.0,196.0,Meats
Veal Composite Of Trimmed Retail Cuts Separable Lean Only Raw,100.0,g,20.2,2.9,0.0,112.0,Meats
Veal Cordon Bleu,100.0,g,20.7,14.8,9.6,259.0,Meats
Veal Cubed For Stew (Leg And Shoulder) Separable Lean Only Cooked Braised,100.0,g,34.9,4.3,0.0,188.0,Meats
Veal Cubed For Stew (Leg And Shoulder) Separable Lean Only Raw,100.0,g,20.3,2.5,0.0,109.0,Meats
Veal Cutlet Or Steak Broiled Lean And Fat Eaten,100.0,g,27.5,4.6,0.0,159.0,Meats
Veal Cutlet Or Steak Broiled Lean Only Eaten,100.0,g,32.9,4.6,0.0,181.0,Meats
Veal Cutlet Or Steak Broiled Ns As To Fat Eaten,100.0,g,27.5,4.6,0.0,159.0,Meats
Veal Cutlet Or Steak Fried Lean Only Eaten,100.0,g,32.9,4.6,0.0,181.0,Meats
Veal Cutlet Or Steak Ns As To Cooking Method Lean And Fat Eaten,100.0,g,35.9,6.3,0.0,209.0,Meats
Veal Cutlet Or Steak Ns As To Cooking Method Lean Only Eaten,100.0,g,32.9,4.6,0.0,181.0,Meats
Veal Cutlet Or Steak Ns As To Cooking Method Ns As To Fat Eaten,100.0,g,33.7,7.3,0.0,209.0,Meats
Veal Dinner NFS Frozen Meal,100.0,g,6.4,6.3,11.9,129.0,Meats
Veal External Fat Only Cooked,100.0,g,15.3,53.2,0.0,540.0,Meats
Veal External Fat Only Raw,100.0,g,8.8,51.6,0.9,503.0,Meats
Veal Foreshank Osso Buco Separable Lean And Fat Cooked Braised,100.0,g,27.9,7.8,0.1,182.0,Meats
Veal Foreshank Osso Buco Separable Lean Only Cooked Braised,100.0,g,29.1,4.5,0.0,157.0,Meats
Veal Fricassee Puerto Rican Style,100.0,g,16.4,8.0,7.2,168.0,Meats
Veal Goulash With Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; No Potatoes Tomato-Based Sauce,100.0,g,12.6,3.6,2.8,96.0,Meats
Veal Goulash With Vegetables Including Carrots Broccoli And/or Dark-Green Leafy; No Potatoes Tomato-Based Sauce,100.0,g,13.0,3.7,2.6,98.0,Meats
Veal Ground Cooked Broiled,100.0,g,24.4,7.6,0.0,172.0,Meats
Veal Ground Cooked Pan-Fried,100.0,g,25.8,11.8,1.5,215.0,Meats
Veal Ground Or Patty Cooked,100.0,g,24.2,7.5,0.0,171.0,Meats
Veal Ground Raw,100.0,g,18.6,13.1,0.0,197.0,Meats
Veal Lasagna Diet Frozen Meal,100.0,g,6.6,2.3,10.6,89.0,Prepared Meals
Veal Leg (Top Round) Separable Lean And Fat Cooked Braised,100.0,g,36.2,6.3,0.0,211.0,Meats
Veal Leg (Top Round) Separable Lean And Fat Cooked Pan-Fried Breaded,100.0,g,27.3,9.2,9.9,238.0,Meats
Veal Leg (Top Round) Separable Lean And Fat Cooked Pan-Fried Not Breaded,100.0,g,31.8,8.3,0.0,211.0,Meats
Veal Leg (Top Round) Separable Lean And Fat Cooked Roasted,100.0,g,27.7,4.7,0.0,160.0,Meats
Veal Leg (Top Round) Separable Lean And Fat Raw,100.0,g,21.0,3.1,0.0,117.0,Meats
Veal Leg (Top Round) Separable Lean Only Cooked Pan-Fried Breaded,100.0,g,28.4,6.3,9.8,216.0,Meats
Veal Leg (Top Round) Separable Lean Only Cooked Pan-Fried Not Breaded,100.0,g,33.2,4.6,0.0,183.0,Meats
Veal Leg (Top Round) Separable Lean Only Cooked Roasted,100.0,g,28.1,3.4,0.0,150.0,Meats
Veal Leg (Top Round) Separable Lean Only Raw,100.0,g,21.3,1.8,0.0,107.0,Meats
Veal Leg Top Roast (Cooked),100.0,g,36.7,5.1,0.0,203.0,Meats
Veal Leg Top Round Cap Off Cutlet Boneless Cooked Grilled,100.0,g,31.9,2.6,0.0,151.0,Meats
Veal Leg Top Round Cap Off Cutlet Boneless Raw,100.0,g,22.1,2.1,0.0,107.0,Meats
Veal Loin Chop Separable Lean And Fat Cooked Grilled,100.0,g,28.0,9.5,0.2,198.0,Meats
Veal Loin Chop Separable Lean Only Cooked Grilled,100.0,g,29.8,4.4,0.1,159.0,Meats
Veal Loin Separable Lean And Fat Cooked Braised,100.0,g,30.2,17.2,0.0,284.0,Meats
Veal Loin Separable Lean And Fat Cooked Roasted,100.0,g,24.8,12.3,0.0,217.0,Meats
Veal Loin Separable Lean And Fat Raw,100.0,g,20.1,10.1,0.1,177.0,Meats
Veal Loin Separable Lean Only Cooked Braised,100.0,g,33.6,9.2,0.0,226.0,Meats
Veal Loin Separable Lean Only Cooked Roasted,100.0,g,26.3,6.9,0.0,175.0,Meats
Veal Loin Separable Lean Only Raw,100.0,g,21.9,2.9,0.0,114.0,Meats
Veal Marsala,100.0,g,16.5,8.6,6.6,172.0,Meats
Veal Ns As To Cut Cooked Lean And Fat Eaten,100.0,g,29.9,11.3,0.0,229.0,Meats
Veal Ns As To Cut Cooked Lean Only Eaten,100.0,g,31.6,6.5,0.0,194.0,Meats
Veal Ns As To Cut Cooked Ns As To Fat Eaten,100.0,g,29.9,11.3,0.0,229.0,Meats
Veal Parmigiana,100.0,g,15.1,12.0,8.0,203.0,Meats
Veal Parmigiana With Vegetable Fettuccine Alfredo Dessert Frozen Meal,100.0,g,6.1,7.0,13.5,140.0,Meats
Veal Patty Breaded Cooked,100.0,g,22.2,17.1,8.6,283.0,Meats
Veal Rib Separable Lean And Fat Cooked Braised,100.0,g,32.4,12.5,0.0,251.0,Meats
Veal Rib Separable Lean And Fat Cooked Roasted,100.0,g,24.0,14.0,0.0,228.0,Meats
Veal Rib Separable Lean And Fat Raw,100.0,g,18.9,9.0,0.0,162.0,Meats
Veal Rib Separable Lean Only Cooked Braised,100.0,g,34.4,7.8,0.0,218.0,Meats
Veal Rib Separable Lean Only Cooked Roasted,100.0,g,25.8,7.4,0.0,177.0,Meats
Veal Rib Separable Lean Only Raw,100.0,g,20.0,3.9,0.0,120.0,Meats
Veal Roasted Lean And Fat Eaten,100.0,g,29.9,11.3,0.0,229.0,Meats
Veal Roasted Lean Only Eaten,100.0,g,26.1,6.9,0.0,174.0,Meats
Veal Roasted Ns As To Fat Eaten,100.0,g,29.9,11.3,0.0,229.0,Meats
Veal Scallopini,100.0,g,18.4,17.6,1.5,240.0,Meats
Veal Seam Fat Only Cooked,100.0,g,11.2,50.2,2.1,505.0,Meats
Veal Seam Fat Only Raw,100.0,g,12.5,43.8,0.0,444.0,Meats
Veal Shank (Fore And Hind) Separable Lean And Fat Cooked Braised,100.0,g,31.5,6.2,0.0,191.0,Meats
Veal Shank (Fore And Hind) Separable Lean And Fat Raw,100.0,g,19.1,3.5,0.0,113.0,Meats
Veal Shank (Fore And Hind) Separable Lean Only Cooked Braised,100.0,g,32.2,4.3,0.0,177.0,Meats
Veal Shank (Fore And Hind) Separable Lean Only Raw,100.0,g,19.3,2.8,0.0,108.0,Meats
Veal Shank Separable Lean And Fat Raw,100.0,g,19.3,3.3,0.0,107.0,Meats
Veal Shank Separable Lean Only Raw,100.0,g,19.8,1.6,0.0,94.0,Meats
